Student ID,First Name,Last Name,Year of Enrollment,Year of Graduation,Dropout Year,Major,SAT Scores,Household Income,Pell Grant Status,White
2334,Mike,Miller,2018,,2021,Non-STEM,1419,27676,1,1
2335,John,Johnson,2014,,,Non-STEM,1315,114034,0,0
2336,Mike,Jones,2004,2008,,STEM,1032,92676,0,1
2337,Sara,Johnson,2020,,2022,STEM,830,128091,0,0
2338,John,Miller,2023,2027,,Non-STEM,1202,17158,1,1
2339,Tom,Brown,2005,2009,,Non-STEM,1195,145337,0,1
2340,Tom,Johnson,2009,,2010,Non-STEM,796,43888,1,0
2341,Jane,Smith,2000,2004,,Non-STEM,686,23730,1,1
2342,Tom,Johnson,2014,,2015,STEM,1126,26966,1,1
2343,John,Jones,2023,2027,,Non-STEM,1035,94908,0,1
2344,Mike,Jones,2021,,2024,STEM,1085,104690,0,1
2345,Mike,Jones,2012,,2013,STEM,892,71765,0,1
2346,Jane,Johnson,2022,,2025,Non-STEM,1309,17977,1,1
2347,Sara,Brown,2002,,2004,STEM,1161,101765,0,0
2348,Mike,Johnson,2006,,2007,STEM,1415,97611,0,1
2349,John,Miller,2011,2015,,STEM,1469,62669,0,0
2350,Sara,Jones,2014,,,Non-STEM,1006,82589,0,0
2351,Jane,Miller,2001,2005,,Non-STEM,1194,46552,1,1
2352,Mike,Smith,2015,,2018,STEM,1106,81165,0,0
2353,Alice,Miller,2010,2014,,Non-STEM,1229,41310,1,0
2354,Tom,Johnson,2001,,,Non-STEM,812,62869,0,1
2355,Alice,Brown,2005,,,STEM,994,98049,0,0
2356,Jane,Williams,2008,,2011,Non-STEM,880,48447,1,0
2357,Tom,Miller,2021,,2022,Non-STEM,1224,91466,0,0
2358,John,Smith,2002,2006,,Non-STEM,962,131301,0,1
2359,Sara,Williams,2013,2017,,Non-STEM,1117,181959,0,1
2360,Mike,Williams,2015,2019,,Non-STEM,1057,108777,0,1
2361,John,Johnson,2008,,2011,STEM,1043,74765,0,0
2362,Sara,Brown,2020,2024,,STEM,1425,75534,0,1
2363,Alice,Brown,2009,,,STEM,1062,67503,0,1
2364,John,Smith,2007,2011,,Non-STEM,1044,94082,0,1
2365,Tom,Brown,2012,,2014,Non-STEM,1216,92665,0,1
2366,John,Smith,2018,2022,,STEM,1336,64468,0,1
2367,Tom,Brown,2000,,,Non-STEM,948,40842,1,0
2368,Alice,Jones,2004,2008,,STEM,825,62014,0,1
2369,Alice,Jones,2021,,,STEM,1123,80327,0,0
2370,Tom,Johnson,2014,2018,,STEM,1116,81029,0,1
2371,Sara,Smith,2000,,,Non-STEM,1145,83295,0,0
2372,Sara,Williams,2019,2023,,Non-STEM,1045,36699,1,1
2373,John,Jones,2021,2025,,STEM,1344,51616,1,1
2374,John,Brown,2005,,,Non-STEM,960,74640,0,0
2375,John,Smith,2020,2024,,Non-STEM,878,110191,0,1
2376,Alice,Williams,2008,2012,,STEM,818,45702,1,1
2377,Mike,Johnson,2001,2005,,Non-STEM,1255,105936,0,1
2378,Jane,Johnson,2018,,,STEM,1061,80439,0,0
2379,Mike,Miller,2015,,,STEM,644,60238,0,0
2380,John,Brown,2010,2014,,Non-STEM,976,106331,0,1
2381,Jane,Brown,2008,2012,,STEM,936,78926,0,1
2382,Alice,Williams,2017,2021,,STEM,1414,83307,0,0
2383,Sara,Jones,2007,2011,,STEM,1194,70916,0,0
2384,Jane,Smith,2013,2017,,STEM,1047,137865,0,0
2385,John,Miller,2012,2016,,STEM,1191,68194,0,1
2386,Mike,Miller,2001,2005,,STEM,915,94178,0,1
2387,Alice,Miller,2006,,2009,STEM,1427,90175,0,1
2388,Jane,Johnson,2013,,2016,Non-STEM,958,76370,0,0
2389,Jane,Brown,2007,2011,,STEM,927,72379,0,0
2390,Mike,Smith,2023,,,STEM,1006,71594,0,1
2391,Sara,Williams,2020,,,Non-STEM,845,87713,0,0
2392,John,Brown,2009,,2010,STEM,1366,104399,0,1
2393,Jane,Jones,2004,2008,,Non-STEM,1138,62464,0,1
2394,Mike,Miller,2020,,2023,Non-STEM,1070,106689,0,0
2395,Tom,Williams,2019,2023,,STEM,594,65517,0,1
2396,Alice,Brown,2001,2005,,STEM,1112,37315,1,1
2397,Mike,Brown,2011,2015,,Non-STEM,1234,63574,0,0
2398,Jane,Johnson,2002,2006,,Non-STEM,1068,103967,0,1
2399,Mike,Brown,2000,,2003,Non-STEM,1152,48939,1,1
2400,Alice,Smith,2016,,2019,Non-STEM,1321,134733,0,1
2401,Sara,Miller,2021,2025,,STEM,1595,126747,0,0
2402,John,Brown,2012,,2014,STEM,1030,66670,0,1
2403,Alice,Williams,2021,,2024,Non-STEM,864,80844,0,1
2404,Sara,Williams,2004,,,STEM,1236,70175,0,0
2405,Mike,Johnson,2004,,2006,STEM,926,48694,1,1
2406,Jane,Johnson,2014,,,Non-STEM,1138,58062,1,1
2407,Sara,Williams,2008,,2011,STEM,800,97349,0,1
2408,John,Miller,2006,,,Non-STEM,1040,82016,0,0
2409,Alice,Brown,2002,,2003,STEM,866,98405,0,1
2410,John,Williams,2013,2017,,Non-STEM,1097,37639,1,1
2411,Tom,Smith,2012,,2013,STEM,1090,76049,0,1
2412,John,Williams,2019,,,Non-STEM,1150,54927,1,1
2413,John,Jones,2000,,2003,Non-STEM,1390,81463,0,0
2414,Tom,Smith,2012,,2013,Non-STEM,1145,81870,0,0
2415,Mike,Brown,2009,,2010,STEM,1214,48367,1,1
2416,Jane,Brown,2007,,,STEM,1026,16818,1,1
2417,Sara,Miller,2016,,2019,STEM,1184,89784,0,0
2418,Sara,Smith,2010,,,STEM,988,89069,0,0
2419,Tom,Jones,2005,,2007,Non-STEM,1262,83064,0,1
2420,Mike,Johnson,2015,,2018,STEM,1114,89823,0,1
2421,Alice,Miller,2009,,2011,STEM,1222,82763,0,1
2422,Jane,Jones,2012,,2013,Non-STEM,1295,81316,0,1
2423,Tom,Miller,2016,2020,,Non-STEM,983,63729,0,1
2424,Tom,Miller,2008,2012,,STEM,859,48142,1,0
2425,Sara,Jones,2018,,2021,Non-STEM,901,143425,0,1
2426,John,Smith,2006,2010,,STEM,1052,99155,0,1
2427,Alice,Smith,2006,2010,,STEM,1048,73243,0,1
2428,Mike,Williams,2019,2023,,Non-STEM,1052,76178,0,1
2429,Tom,Brown,2018,2022,,STEM,1482,65326,0,0
2430,Tom,Smith,2016,2020,,STEM,1059,76959,0,0
2431,Tom,Johnson,2009,,2012,STEM,955,83771,0,1
2432,Mike,Miller,2012,2016,,STEM,1480,74398,0,0
2433,Sara,Jones,2021,,2024,Non-STEM,1069,112708,0,1
2434,Tom,Brown,2006,,2007,Non-STEM,1056,111143,0,1
2435,Jane,Brown,2007,,,Non-STEM,807,52048,1,0
2436,Jane,Williams,2002,,2004,STEM,1067,60155,0,1
2437,John,Jones,2011,2015,,STEM,1027,46474,1,1
2438,Tom,Brown,2003,2007,,Non-STEM,737,112479,0,1
2439,Alice,Smith,2001,,,STEM,1260,91720,0,1
2440,Tom,Brown,2022,,,Non-STEM,908,64767,0,1
2441,Sara,Miller,2017,,2018,STEM,928,81461,0,1
2442,Mike,Smith,2007,,,STEM,1313,68508,0,1
2443,Mike,Williams,2004,,2006,STEM,1412,95812,0,0
2444,John,Brown,2006,,,STEM,1266,59509,1,0
2445,John,Smith,2003,,2005,Non-STEM,980,56537,1,0
2446,Jane,Johnson,2014,2018,,STEM,1101,102601,0,1
2447,Sara,Johnson,2020,,,STEM,857,87854,0,0
2448,Jane,Williams,2022,,,Non-STEM,1084,103091,0,1
2449,Mike,Miller,2012,,,Non-STEM,917,95715,0,0
2450,Tom,Jones,2018,2022,,STEM,1202,70460,0,1
2451,Alice,Johnson,2001,2005,,Non-STEM,1185,40858,1,1
2452,Tom,Smith,2007,,2008,Non-STEM,1065,55346,1,0
2453,Alice,Smith,2008,,2010,STEM,1122,30689,1,1
2454,Sara,Williams,2000,,,STEM,629,108049,0,1
2455,Tom,Williams,2013,,,Non-STEM,1095,64809,0,1
2456,Alice,Jones,2003,,2004,Non-STEM,1361,64207,0,0
2457,Sara,Miller,2002,2006,,Non-STEM,873,101515,0,1
2458,Tom,Smith,2017,,2018,Non-STEM,1157,68441,0,1
2459,Sara,Miller,2018,,2021,Non-STEM,1094,73338,0,1
2460,John,Jones,2004,,2007,Non-STEM,954,105952,0,1
2461,John,Williams,2018,2022,,Non-STEM,1086,101534,0,1
2462,Sara,Williams,2022,2026,,Non-STEM,1291,84404,0,1
2463,Sara,Johnson,2007,2011,,STEM,924,86471,0,1
2464,Alice,Williams,2000,2004,,STEM,1038,65106,0,0
2465,Alice,Jones,2002,,2005,Non-STEM,663,36148,1,0
2466,John,Jones,2013,,,Non-STEM,1038,0,1,1
2467,Sara,Miller,2023,2027,,Non-STEM,808,51973,1,1
2468,Tom,Jones,2021,2025,,STEM,1513,92278,0,1
2469,Alice,Miller,2002,,,Non-STEM,1289,123432,0,1
2470,Jane,Brown,2021,,2022,Non-STEM,795,127041,0,1
2471,Alice,Jones,2020,,,STEM,996,9527,1,0
2472,Sara,Brown,2021,,2023,Non-STEM,963,69573,0,1
2473,Tom,Johnson,2014,,2016,Non-STEM,1160,95377,0,0
2474,Sara,Brown,2021,2025,,Non-STEM,1096,43951,1,1
2475,Jane,Miller,2008,2012,,Non-STEM,816,107826,0,1
2476,Jane,Jones,2007,,2008,STEM,873,23967,1,0
2477,Mike,Smith,2001,,2004,STEM,947,102090,0,0
2478,Jane,Williams,2000,2004,,STEM,1018,56847,1,1
2479,Mike,Williams,2001,2005,,Non-STEM,1082,65128,0,1
2480,Jane,Smith,2014,,,STEM,1287,56029,1,0
2481,Jane,Williams,2023,,2024,STEM,1260,65195,0,1
2482,Tom,Johnson,2016,2020,,Non-STEM,1132,90159,0,0
2483,Mike,Smith,2016,,,Non-STEM,1123,72096,0,1
2484,Alice,Johnson,2020,2024,,STEM,1107,61456,0,0
2485,Jane,Williams,2013,,2015,STEM,1285,80346,0,1
2486,Tom,Smith,2017,2021,,Non-STEM,944,92017,0,0
2487,Alice,Jones,2003,2007,,Non-STEM,1067,13792,1,1
2488,John,Williams,2012,2016,,Non-STEM,1259,131665,0,1
2489,Alice,Brown,2020,2024,,Non-STEM,1353,70854,0,0
2490,Jane,Jones,2008,,,Non-STEM,1133,69465,0,0
2491,Tom,Brown,2000,,,Non-STEM,1118,83392,0,0
2492,Jane,Williams,2004,,,Non-STEM,993,74355,0,0
2493,Sara,Brown,2017,,2020,Non-STEM,975,124575,0,1
2494,John,Smith,2022,2026,,Non-STEM,988,71162,0,0
2495,Tom,Smith,2003,2007,,STEM,1051,65190,0,1
2496,Sara,Jones,2011,,2012,Non-STEM,1173,34111,1,1
2497,John,Johnson,2023,2027,,STEM,1162,72765,0,1
2498,Tom,Brown,2007,,2008,STEM,1170,86136,0,0
2499,John,Miller,2015,,2017,Non-STEM,1008,82105,0,1
2500,Alice,Johnson,2001,2005,,Non-STEM,915,62826,0,1
2501,Alice,Smith,2010,2014,,Non-STEM,877,100235,0,0
2502,John,Miller,2018,,,Non-STEM,737,69251,0,1
2503,Jane,Williams,2022,2026,,Non-STEM,936,72565,0,0
2504,Mike,Brown,2014,2018,,STEM,920,0,1,0
2505,Tom,Brown,2013,2017,,Non-STEM,1043,42722,1,0
2506,Alice,Jones,2020,2024,,STEM,1387,26861,1,1
2507,Alice,Jones,2009,,,STEM,805,59607,1,1
2508,Tom,Jones,2007,,2008,Non-STEM,1076,28416,1,1
2509,Mike,Jones,2010,2014,,Non-STEM,1017,46099,1,1
2510,Tom,Miller,2019,,2020,Non-STEM,1080,124049,0,0
2511,Alice,Williams,2017,2021,,Non-STEM,1109,80443,0,1
2512,Tom,Johnson,2018,,,STEM,1021,75736,0,0
2513,Tom,Williams,2023,,,STEM,1199,28340,1,0
2514,John,Jones,2009,,2011,Non-STEM,889,68979,0,1
2515,John,Miller,2014,2018,,STEM,1199,115251,0,1
2516,Tom,Smith,2020,2024,,Non-STEM,839,118238,0,0
2517,Tom,Smith,2011,,2014,Non-STEM,1209,85380,0,1
2518,John,Jones,2002,2006,,STEM,1100,42006,1,1
2519,Tom,Jones,2002,2006,,STEM,1109,107559,0,0
2520,John,Jones,2017,,2020,STEM,1427,82968,0,1
2521,Tom,Jones,2008,,2011,STEM,779,108023,0,1
2522,Alice,Jones,2018,,,Non-STEM,1407,39761,1,1
2523,Tom,Williams,2014,,2015,STEM,923,68029,0,1
2524,Tom,Brown,2018,,,Non-STEM,997,71818,0,0
2525,Tom,Brown,2019,,2022,STEM,1100,51983,1,0
2526,Mike,Brown,2006,,,STEM,1142,93326,0,0
2527,Tom,Miller,2007,,2009,STEM,1092,77486,0,1
2528,Tom,Smith,2021,,,Non-STEM,947,103306,0,1
2529,Tom,Johnson,2003,2007,,STEM,978,78050,0,1
2530,Mike,Brown,2020,,,Non-STEM,1088,68006,0,1
2531,John,Miller,2005,2009,,Non-STEM,850,73468,0,1
2532,Mike,Johnson,2007,2011,,STEM,1188,64972,0,1
2533,Jane,Jones,2019,,2021,Non-STEM,1370,76207,0,1
2534,Mike,Miller,2005,2009,,Non-STEM,1167,70784,0,1
2535,Tom,Miller,2001,2005,,STEM,1186,101580,0,0
2536,John,Johnson,2022,,2023,Non-STEM,956,52129,1,0
2537,Tom,Williams,2006,,2008,Non-STEM,1101,99787,0,1
2538,Tom,Johnson,2021,2025,,Non-STEM,1028,89925,0,0
2539,John,Miller,2019,,2021,STEM,1177,30592,1,0
2540,Sara,Williams,2012,,2015,Non-STEM,1062,73778,0,1
2541,Sara,Miller,2001,,,Non-STEM,1369,116379,0,1
2542,Sara,Brown,2020,,,STEM,1240,29494,1,1
2543,John,Johnson,2017,,2020,Non-STEM,1347,71489,0,0
2544,Mike,Miller,2006,2010,,Non-STEM,945,104276,0,0
2545,John,Smith,2017,,2020,STEM,1304,80253,0,0
2546,Jane,Smith,2014,2018,,STEM,878,50702,1,1
2547,Sara,Jones,2004,,2007,STEM,1097,47798,1,0
2548,Jane,Williams,2007,2011,,Non-STEM,861,122793,0,1
2549,Jane,Johnson,2015,2019,,Non-STEM,936,76977,0,1
2550,John,Brown,2009,2013,,Non-STEM,907,82875,0,0
2551,John,Smith,2004,,,Non-STEM,1483,85887,0,0
2552,John,Williams,2004,,,STEM,924,54408,1,1
2553,Jane,Jones,2013,,2014,Non-STEM,1409,16368,1,1
2554,Alice,Jones,2009,,2012,STEM,910,82634,0,0
2555,Sara,Johnson,2007,,2009,STEM,1086,88575,0,1
2556,Jane,Miller,2011,2015,,STEM,816,59135,1,1
2557,Tom,Johnson,2008,,,STEM,765,98044,0,1
2558,John,Smith,2020,,2022,STEM,907,100369,0,0
2559,Jane,Miller,2002,,2004,Non-STEM,856,39978,1,0
2560,John,Johnson,2015,2019,,Non-STEM,886,25709,1,1
2561,Sara,Williams,2020,2024,,STEM,1158,89713,0,0
2562,Alice,Johnson,2020,,,Non-STEM,794,84901,0,1
2563,Alice,Jones,2013,,2015,STEM,965,92360,0,1
2564,Alice,Miller,2007,2011,,Non-STEM,1237,56258,1,0
2565,Jane,Johnson,2015,,2016,STEM,1377,100278,0,0
2566,Jane,Williams,2023,,2024,Non-STEM,705,73750,0,0
2567,Mike,Smith,2006,,,Non-STEM,1027,77410,0,1
2568,Sara,Miller,2011,2015,,STEM,1172,34354,1,1
2569,Sara,Williams,2011,,,STEM,1006,78617,0,0
2570,Mike,Johnson,2021,2025,,STEM,1241,43327,1,0
2571,Sara,Smith,2012,,,Non-STEM,956,46268,1,1
2572,Sara,Smith,2010,2014,,STEM,1178,113698,0,1
2573,Jane,Johnson,2014,,,Non-STEM,850,74373,0,0
2574,Mike,Miller,2007,,2010,Non-STEM,1226,39533,1,0
2575,John,Miller,2004,,2005,Non-STEM,1275,45031,1,0
2576,Jane,Williams,2013,,,STEM,1343,92955,0,1
2577,Sara,Johnson,2004,,,Non-STEM,1244,111685,0,0
2578,Sara,Johnson,2020,2024,,STEM,1295,67172,0,1
2579,Sara,Smith,2001,,,STEM,1117,89476,0,1
2580,Tom,Williams,2019,,,Non-STEM,1101,61861,0,1
2581,Tom,Smith,2007,2011,,Non-STEM,998,0,1,1
2582,Jane,Williams,2019,,2021,Non-STEM,817,14547,1,0
2583,Sara,Brown,2010,,,Non-STEM,1210,51795,1,1
2584,Jane,Smith,2023,,2026,Non-STEM,1341,80915,0,1
2585,Jane,Johnson,2003,,2006,Non-STEM,1138,95212,0,1
2586,Jane,Williams,2009,2013,,Non-STEM,1123,0,1,1
2587,Alice,Brown,2009,2013,,Non-STEM,617,115873,0,1
2588,Sara,Jones,2007,2011,,STEM,772,34922,1,0
2589,Alice,Johnson,2012,2016,,STEM,969,101836,0,1
2590,Jane,Jones,2010,,,Non-STEM,788,18895,1,1
2591,John,Miller,2004,,,STEM,1411,152715,0,1
2592,Jane,Brown,2016,,2019,Non-STEM,894,54534,1,0
2593,John,Williams,2018,,,Non-STEM,1069,143273,0,0
2594,Mike,Brown,2007,2011,,Non-STEM,547,5080,1,0
2595,Jane,Miller,2013,,,Non-STEM,934,82367,0,0
2596,Jane,Smith,2017,,2018,STEM,1372,118758,0,1
2597,Mike,Miller,2001,2005,,STEM,972,49544,1,1
2598,Alice,Smith,2011,2015,,STEM,760,55412,1,1
2599,Tom,Williams,2014,,2017,Non-STEM,1191,122462,0,0
2600,Mike,Brown,2008,,,STEM,931,75235,0,0
2601,Alice,Miller,2009,,2011,STEM,1468,83096,0,0
2602,John,Jones,2011,,2012,Non-STEM,1081,33413,1,0
2603,Sara,Williams,2016,2020,,STEM,1039,83135,0,0
2604,Alice,Williams,2017,2021,,STEM,1463,67492,0,1
2605,Tom,Brown,2016,,2017,Non-STEM,1147,97525,0,1
2606,Jane,Smith,2014,,,Non-STEM,916,99626,0,0
2607,Tom,Williams,2020,2024,,STEM,933,58118,1,1
2608,Alice,Jones,2011,2015,,Non-STEM,1182,66363,0,1
2609,Jane,Smith,2016,2020,,STEM,1256,76558,0,1
2610,Jane,Brown,2019,,2020,Non-STEM,1096,86110,0,0
2611,Tom,Johnson,2001,2005,,STEM,1019,97317,0,1
2612,Mike,Smith,2018,,,Non-STEM,988,23512,1,0
2613,Tom,Miller,2000,,2003,STEM,872,95514,0,1
2614,Tom,Smith,2021,2025,,STEM,640,73208,0,1
2615,Tom,Williams,2006,,2007,STEM,908,69440,0,0
2616,Alice,Williams,2006,2010,,Non-STEM,1014,41010,1,1
2617,Jane,Johnson,2015,,,Non-STEM,747,72213,0,0
2618,Mike,Miller,2015,2019,,STEM,1004,70660,0,1
2619,John,Williams,2022,,,STEM,1196,113547,0,1
2620,Mike,Smith,2005,,2007,STEM,816,73150,0,0
2621,Jane,Jones,2011,,2014,Non-STEM,839,93465,0,1
2622,John,Williams,2005,2009,,Non-STEM,977,90172,0,1
2623,Mike,Williams,2013,,,STEM,933,93686,0,0
2624,Jane,Brown,2002,2006,,STEM,1122,85871,0,1
2625,Alice,Smith,2008,,2010,STEM,977,87020,0,0
2626,Alice,Johnson,2006,2010,,Non-STEM,590,45235,1,1
2627,John,Smith,2008,,2011,STEM,1023,93413,0,1
2628,Alice,Williams,2005,2009,,STEM,1111,79265,0,1
2629,Sara,Smith,2000,,,STEM,1277,116734,0,1
2630,Sara,Brown,2019,2023,,STEM,1113,89633,0,1
2631,Sara,Jones,2005,,,STEM,1035,28789,1,1
2632,Mike,Jones,2000,2004,,STEM,827,84573,0,1
2633,Tom,Jones,2012,,2013,Non-STEM,910,94622,0,1
2634,Sara,Williams,2020,2024,,STEM,1092,40311,1,0
2635,Sara,Brown,2017,,,Non-STEM,1147,70053,0,0
2636,Jane,Miller,2011,2015,,Non-STEM,1088,81223,0,0
2637,John,Jones,2008,,,Non-STEM,902,63095,0,1
2638,Tom,Smith,2001,,,STEM,903,62182,0,1
2639,Jane,Brown,2009,2013,,STEM,899,80543,0,0
2640,Jane,Smith,2003,2007,,STEM,987,100810,0,0
2641,Alice,Jones,2012,,,Non-STEM,736,96856,0,0
2642,Alice,Jones,2007,2011,,Non-STEM,1209,94321,0,1
2643,Alice,Miller,2008,,,Non-STEM,1244,35997,1,1
2644,John,Jones,2020,,2023,STEM,1231,108162,0,1
2645,Mike,Smith,2006,,,STEM,1231,81702,0,1
2646,Sara,Smith,2020,,2023,STEM,1201,62830,0,1
2647,Jane,Brown,2010,2014,,Non-STEM,1404,17241,1,1
2648,Tom,Miller,2007,2011,,Non-STEM,1279,139898,0,1
2649,John,Jones,2009,2013,,Non-STEM,1160,50286,1,0
2650,Sara,Johnson,2017,,,Non-STEM,801,27707,1,1
2651,John,Jones,2008,2012,,Non-STEM,908,144911,0,0
2652,Alice,Miller,2020,,2021,Non-STEM,1145,67662,0,0
2653,Alice,Williams,2003,,2006,STEM,1121,121478,0,0
2654,Alice,Jones,2007,,2009,Non-STEM,1336,123332,0,1
2655,John,Brown,2022,,2023,Non-STEM,1488,76193,0,1
2656,Tom,Miller,2020,,2023,STEM,842,87537,0,1
2657,Sara,Jones,2018,2022,,Non-STEM,973,53602,1,0
2658,Mike,Johnson,2015,,,STEM,1248,64617,0,1
2659,Mike,Smith,2003,2007,,STEM,915,111951,0,0
2660,Jane,Brown,2010,,2013,Non-STEM,1075,74644,0,1
2661,John,Smith,2022,,,Non-STEM,930,117289,0,0
2662,Alice,Jones,2010,2014,,STEM,1391,103401,0,0
2663,Alice,Jones,2014,,,Non-STEM,1223,24860,1,1
2664,John,Williams,2018,2022,,STEM,947,98965,0,1
2665,Jane,Brown,2021,,,Non-STEM,1106,78247,0,0
2666,Jane,Smith,2018,,2021,STEM,1117,64623,0,1
2667,Alice,Williams,2013,2017,,Non-STEM,1207,53084,1,1
2668,Tom,Brown,2005,,2006,Non-STEM,851,116105,0,1
2669,John,Brown,2010,,,Non-STEM,1160,99963,0,1
2670,Jane,Jones,2000,,,Non-STEM,1056,55696,1,1
2671,Alice,Williams,2019,,2022,STEM,1113,49372,1,0
2672,Mike,Johnson,2007,,,Non-STEM,1049,56105,1,0
2673,Mike,Johnson,2020,,2022,Non-STEM,979,90634,0,1
2674,Alice,Brown,2017,,2018,STEM,896,83836,0,1
2675,Jane,Smith,2012,2016,,Non-STEM,1349,23580,1,1
2676,Tom,Jones,2003,,,Non-STEM,504,89099,0,1
2677,Mike,Miller,2013,,,STEM,1290,38973,1,0
2678,Jane,Smith,2006,,,STEM,1227,59168,1,1
2679,Jane,Smith,2010,,2012,STEM,1278,111437,0,0
2680,Tom,Miller,2011,,,Non-STEM,1175,104090,0,1
2681,John,Miller,2000,,,STEM,774,71020,0,0
2682,Alice,Miller,2011,2015,,Non-STEM,1003,103285,0,1
2683,Tom,Williams,2005,,2007,STEM,1072,75005,0,1
2684,Alice,Jones,2003,,2004,Non-STEM,1164,74573,0,1
2685,Mike,Smith,2009,,2010,Non-STEM,1043,87484,0,0
2686,Tom,Jones,2003,2007,,STEM,779,68088,0,1
2687,Alice,Brown,2023,,2026,STEM,1014,44108,1,0
2688,Jane,Brown,2003,,,Non-STEM,1148,54165,1,0
2689,Jane,Jones,2002,,,Non-STEM,1370,49562,1,0
2690,Mike,Williams,2001,,2002,STEM,726,56746,1,1
2691,Mike,Johnson,2020,2024,,Non-STEM,1005,82328,0,1
2692,Mike,Smith,2006,,2007,Non-STEM,1167,70949,0,0
2693,Jane,Johnson,2002,,,STEM,796,117699,0,0
2694,Mike,Jones,2007,,,Non-STEM,1217,56717,1,0
2695,Tom,Williams,2009,2013,,Non-STEM,1020,38789,1,0
2696,John,Miller,2009,,2011,STEM,1133,109896,0,1
2697,Alice,Williams,2011,,2014,Non-STEM,989,56858,1,1
2698,Mike,Jones,2002,,,Non-STEM,1121,82502,0,0
2699,Mike,Johnson,2013,,,STEM,1364,76096,0,0
2700,Jane,Miller,2015,,2016,Non-STEM,1231,111546,0,1
2701,John,Jones,2007,,,STEM,1179,65962,0,0
2702,Tom,Jones,2000,,,Non-STEM,1143,114679,0,1
2703,Alice,Jones,2007,,2008,STEM,985,76042,0,1
2704,Mike,Smith,2011,2015,,STEM,1059,127381,0,1
2705,Sara,Smith,2010,2014,,Non-STEM,1231,90491,0,1
2706,Jane,Jones,2001,,,STEM,802,34362,1,1
2707,John,Miller,2002,2006,,Non-STEM,1291,105016,0,1
2708,John,Smith,2005,2009,,Non-STEM,1158,71927,0,1
2709,John,Johnson,2011,,,Non-STEM,960,103090,0,1
2710,Jane,Brown,2005,2009,,STEM,1270,16255,1,1
2711,Alice,Miller,2004,,2005,STEM,987,80828,0,0
2712,Tom,Jones,2010,,2012,STEM,936,82786,0,1
2713,Mike,Jones,2019,,2022,STEM,1125,66705,0,1
2714,Sara,Jones,2013,,2016,Non-STEM,946,13561,1,0
2715,John,Smith,2021,2025,,Non-STEM,896,12155,1,1
2716,Alice,Brown,2015,,2018,STEM,1303,50967,1,1
2717,Jane,Jones,2007,,2009,STEM,897,145991,0,1
2718,Sara,Smith,2004,,2007,STEM,1211,27766,1,1
2719,Mike,Johnson,2002,,,Non-STEM,1035,107381,0,1
2720,John,Williams,2011,,,Non-STEM,1367,83906,0,0
2721,Alice,Jones,2022,2026,,STEM,1081,80228,0,1
2722,Sara,Williams,2017,,,STEM,988,101854,0,1
2723,John,Miller,2023,,2025,Non-STEM,1123,90067,0,0
2724,Mike,Brown,2004,,2006,STEM,689,60713,0,1
2725,Jane,Brown,2006,2010,,Non-STEM,1022,80079,0,1
2726,John,Jones,2016,,2018,Non-STEM,1046,64846,0,0
2727,Alice,Jones,2023,,,Non-STEM,1429,74423,0,1
2728,John,Miller,2009,,2010,STEM,799,91524,0,0
2729,Alice,Jones,2003,,2005,Non-STEM,1098,55551,1,1
2730,Sara,Smith,2004,,2006,Non-STEM,1081,51454,1,0
2731,Alice,Williams,2006,,2007,Non-STEM,1250,32701,1,1
2732,John,Williams,2019,,2022,STEM,1377,141963,0,1
2733,Alice,Johnson,2004,,,Non-STEM,1261,123107,0,0
2734,Sara,Williams,2003,,,STEM,1415,104854,0,1
2735,Sara,Brown,2001,2005,,STEM,1126,98070,0,0
2736,Jane,Williams,2005,2009,,STEM,918,45359,1,1
2737,Sara,Johnson,2009,,,STEM,1122,47291,1,1
2738,Sara,Johnson,2006,2010,,Non-STEM,735,104504,0,1
2739,Tom,Miller,2006,2010,,STEM,913,99654,0,1
2740,Jane,Smith,2002,,2005,STEM,851,103316,0,1
2741,Tom,Smith,2017,,2018,Non-STEM,1345,57501,1,1
2742,Sara,Williams,2008,2012,,Non-STEM,1181,93799,0,1
2743,Sara,Miller,2014,,2015,STEM,1042,28265,1,1
2744,John,Miller,2005,,2006,Non-STEM,826,97764,0,1
2745,Tom,Jones,2015,,,Non-STEM,931,95062,0,0
2746,Sara,Johnson,2005,2009,,Non-STEM,807,60010,0,1
2747,Alice,Jones,2014,2018,,Non-STEM,963,14883,1,0
2748,Jane,Jones,2007,2011,,STEM,911,0,1,1
2749,Mike,Brown,2014,,,Non-STEM,921,61042,0,1
2750,Alice,Brown,2022,,2024,STEM,940,91795,0,1
2751,Jane,Jones,2011,,,Non-STEM,1013,27788,1,1
2752,Sara,Brown,2007,2011,,STEM,1236,135048,0,1
2753,Sara,Jones,2019,,,STEM,1529,76400,0,1
2754,Mike,Smith,2015,,,STEM,1209,100616,0,1
2755,Sara,Brown,2006,,2007,Non-STEM,1067,60735,0,1
2756,John,Brown,2018,,,STEM,962,66082,0,1
2757,Tom,Brown,2003,2007,,Non-STEM,1085,70398,0,0
2758,Tom,Williams,2015,2019,,STEM,1052,77194,0,1
2759,Mike,Williams,2003,2007,,STEM,1166,118460,0,1
2760,Sara,Brown,2008,,2010,Non-STEM,1040,109049,0,0
2761,Jane,Miller,2011,2015,,STEM,1399,54834,1,1
2762,Sara,Jones,2001,,2004,STEM,1491,84574,0,1
